#,SUB-ASSET,Rig Crew #,CAPEX SCENARIO,TARGET,FRAC SIZE,BASE LL FOR CAPEX,PROPNUM,WELL,WELL RANKING,PAD NAME,WELLS ON PAD,DRILL ORDER,TYPE CURVE AREA,High Pressure Gas Trunkline,WI %,NRI %,RESCAT,PERFED LATERAL LENGTH,COMPLETION DESIGN,CURRENT STATUS,TANK BATTERY,AFE,PLANNING & STAKING,PERMITTED,LOCATION BUILDING,SPUD,PAD SPUD,TD,RIG RELEASE (PAD),COMPLETION START,FRAC END,DRILL OUT START,COMPLETION END,PUT ON PRODUCTION,TURNED TO LOE,POST DRILL FILING REQUIREMENTS,1ST OIL,Hedging: Include in BVTH
152,JV,Rig Crew 1,SECRETARIAT N026HM,All,2050,7100,WCFMCLGA8N,SECRETARIAT N026HM,2,PAD 69,7,6,SOUTHWEST,N/A,100,75,4PUD,7100,50-2000-10-18-180,FUTURE,GENERIC TB,44647.8,44572.4,44647.8,44663.6,44739,44694,44747,44758,44790.68,44810.69,44810.69,44828.69,44830.69,44860.69,44908,,0
153,JV,Rig Crew 1,SECRETARIAT N027HU,All,2050,7100,WCFMD6K0AM,SECRETARIAT N027HU,2,PAD 69,7,7,SOUTHWEST,N/A,100,75,4PUD,7100,50-2000-10-18-180,FUTURE,GENERIC TB,44656.8,44572.4,44656.8,44663.6,44748,44694,44756,44757,44790.68,44810.69,44810.69,44828.69,44830.69,44860.69,44907,,0
154,JV,Rig Crew 1,POAGE MINERALS N151HM,All,2050,10000,ZZZZZZZ1,POAGE MINERALS N151HM,2,PAD 70,3,1,NEW B3 LGOR_10k,N/A,100,82.5,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44774.8,44744.4,44774.8,44835.6,44866,44866,44876,44921,44935,44954.5,44968.5,44986.5,44988.5,45018.5,45071,,0
155,JV,Rig Crew 1,POAGE MINERALS N152HM,All,2050,10000,ZZZZZZZ1,POAGE MINERALS N152HM,2,PAD 70,3,2,NEW B3 LGOR_10k,N/A,100,82.5,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44785.8,44744.4,44785.8,44835.6,44877,44866,44887,44921,44935,44954.5,44968.5,44986.5,44988.5,45018.5,45071,,0
156,JV,Rig Crew 1,POAGE MINERALS N153HM,All,2050,10000,ZZZZZZZ1,POAGE MINERALS N153HM,2,PAD 70,3,3,NEW B3 LGOR_10k,N/A,100,82.5,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44796.8,44744.4,44796.8,44835.6,44888,44866,44898,44921,44935,44954.5,44968.5,44986.5,44988.5,45018.5,45071,,0
157,JV,Rig Crew 1,POAGE MINERALS N154HM,All,2050,10000,ZZZZZZZ1,POAGE MINERALS N154HM,2,PAD 70,2,1,NEW B3 LGOR_10k,N/A,100,82.5,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44807.8,44744.4,44807.8,44835.6,44899,44866,44909,44921,44955.5,44968.5,44968.5,44986.5,44988.5,45018.5,45071,,0
158,JV,Rig Crew 1,POAGE MINERALS N155HM,All,2050,10000,ZZZZZZZ1,POAGE MINERALS N155HM,2,PAD 70,2,2,NEW B3 LGOR_10k,N/A,100,82.5,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44818.8,44744.4,44818.8,44835.6,44910,44866,44920,44921,44955.5,44968.5,44968.5,44986.5,44988.5,45018.5,45071,,0
159,JV,Rig Crew 1,Farmar-East//Well 22,All,2050,10000,Farmar-East//Well 22,Farmar-East//Well 22,2,Farmar-East Pad,4,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44830,44799,44830,44890,44921,44921,44930,44957,44962,44990,44991,45003,45004,45034,45011,,0
160,JV,Rig Crew 1,Farmar-East//Well 23,All,2050,10000,Farmar-East//Well 23,Farmar-East//Well 23,2,Farmar-East Pad,4,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44839,44808,44839,44899,44930,44921,44939,44957,44962,44990,44991,45003,45004,45034,45020,,0
161,JV,Rig Crew 1,Farmar-East//Well 24,All,2050,10000,Farmar-East//Well 24,Farmar-East//Well 24,2,Farmar-East Pad,4,3,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44848,44817,44848,44908,44939,44921,44948,44957,44962,44990,44991,45003,45004,45034,45029,,0
162,JV,Rig Crew 1,Farmar-East//Well 25,All,2050,10000,Farmar-East//Well 25,Farmar-East//Well 25,2,Farmar-East Pad,4,4,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44857,44826,44857,44917,44948,44921,44957,44957,44962,44990,44991,45003,45004,45034,45038,,0
163,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 31,Munson-Central//Well 31,2,Munson-Central  Pad,7,1,NORTHWEST,N/A,100,75.39,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44867,44836,44867,44927,44958,44958,44967,45021,45026,45075,45076,45097,45098,45128,45048,,0
164,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 32,Munson-Central//Well 32,2,Munson-Central  Pad,7,2,NORTHWEST,N/A,100,75.39,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44876,44845,44876,44936,44967,44958,44976,45021,45026,45075,45076,45097,45098,45128,45057,,0
165,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 33,Munson-Central//Well 33,2,Munson-Central  Pad,7,3,NORTHWEST,N/A,100,75.39,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44885,44854,44885,44945,44976,44958,44985,45021,45026,45075,45076,45097,45098,45128,45066,,0
166,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 34,Munson-Central//Well 34,2,Munson-Central  Pad,7,4,NORTHWEST,N/A,100,75.39,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44894,44863,44894,44954,44985,44958,44994,45021,45026,45075,45076,45097,45098,45128,45075,,0
167,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 35,Munson-Central//Well 35,2,Munson-Central  Pad,7,5,NORTHWEST,N/A,100,75.39,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44903,44872,44903,44963,44994,44958,45003,45021,45026,45075,45076,45097,45098,45128,45084,,0
168,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 36,Munson-Central//Well 36,2,Munson-Central  Pad,7,6,NORTHWEST,N/A,100,75.39,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44912,44881,44912,44972,45003,44958,45012,45021,45026,45075,45076,45097,45098,45128,45093,,0
169,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 37,Munson-Central//Well 37,2,Munson-Central  Pad,7,7,NORTHWEST,N/A,100,75.39,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44921,44890,44921,44981,45012,44958,45021,45021,45026,45075,45076,45097,45098,45128,45102,,0
170,JV,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar-North//Well 38,Farmar-North//Well 38,2,Farmar-North Pad,4,1,NEW B3 LGOR_10k,N/A,100,76,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44931,44900,44931,44991,45022,45022,45031,45058,45063,45091,45092,45104,45105,45135,45112,,0
171,JV,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar-North//Well 39,Farmar-North//Well 39,2,Farmar-North Pad,4,2,NEW B3 LGOR_10k,N/A,100,76,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44940,44909,44940,45000,45031,45022,45040,45058,45063,45091,45092,45104,45105,45135,45121,,0
172,JV,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar-North//Well 40,Farmar-North//Well 40,2,Farmar-North Pad,4,3,NEW B3 LGOR_10k,N/A,100,76,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44949,44918,44949,45009,45040,45022,45049,45058,45063,45091,45092,45104,45105,45135,45130,,0
173,JV,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar-North//Well 41,Farmar-North//Well 41,2,Farmar-North Pad,4,4,NEW B3 LGOR_10k,N/A,100,76,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44958,44927,44958,45018,45049,45022,45058,45058,45063,45091,45092,45104,45105,45135,45139,,0
174,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 42,Munson-Central//Well 42,2,Munson-Central  Pad,7,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44968,44937,44968,45028,45059,45059,45068,45122,45127,45176,45177,45198,45199,45229,45149,,0
175,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 43,Munson-Central//Well 43,2,Munson-Central  Pad,7,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44977,44946,44977,45037,45068,45059,45077,45122,45127,45176,45177,45198,45199,45229,45158,,0
176,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 44,Munson-Central//Well 44,2,Munson-Central  Pad,7,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44986,44955,44986,45046,45077,45059,45086,45122,45127,45176,45177,45198,45199,45229,45167,,0
177,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 45,Munson-Central//Well 45,2,Munson-Central  Pad,7,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44995,44964,44995,45055,45086,45059,45095,45122,45127,45176,45177,45198,45199,45229,45176,,0
178,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 46,Munson-Central//Well 46,2,Munson-Central  Pad,7,5,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45004,44973,45004,45064,45095,45059,45104,45122,45127,45176,45177,45198,45199,45229,45185,,0
179,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 47,Munson-Central//Well 47,2,Munson-Central  Pad,7,6,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45013,44982,45013,45073,45104,45059,45113,45122,45127,45176,45177,45198,45199,45229,45194,,0
180,JV,Rig Crew 1,Central - Saratoga,All,2050,10000,Munson-Central//Well 48,Munson-Central//Well 48,2,Munson-Central  Pad,7,7,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45022,44991,45022,45082,45113,45059,45122,45122,45127,45176,45177,45198,45199,45229,45203,,0
181,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 1,LeasingI//GENERIC 1,3,LeasingI Generic Pad,4,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45140,45109,45140,45200,45231,45231,45240,45267,45272,45300,45301,45313,45314,45344,45321,,0
182,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 2,LeasingI//GENERIC 2,3,LeasingI Generic Pad,4,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45149,45118,45149,45209,45240,45231,45249,45267,45272,45300,45301,45313,45314,45344,45330,,0
183,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 3,LeasingI//GENERIC 3,3,LeasingI Generic Pad,4,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45158,45127,45158,45218,45249,45231,45258,45267,45272,45300,45301,45313,45314,45344,45339,,0
184,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 4,LeasingI//GENERIC 4,3,LeasingI Generic Pad,4,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45167,45136,45167,45227,45258,45231,45267,45267,45272,45300,45301,45313,45314,45344,45348,,0
185,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 1,Farmar//GENERIC 1,3,Farmar Generic Pad,4,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45177,45146,45177,45237,45268,45268,45277,45304,45309,45337,45338,45350,45351,45381,45358,,0
186,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 2,Farmar//GENERIC 2,3,Farmar Generic Pad,4,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45186,45155,45186,45246,45277,45268,45286,45304,45309,45337,45338,45350,45351,45381,45367,,0
187,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 3,Farmar//GENERIC 3,3,Farmar Generic Pad,4,3,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45195,45164,45195,45255,45286,45268,45295,45304,45309,45337,45338,45350,45351,45381,45376,,0
188,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 4,Farmar//GENERIC 4,3,Farmar Generic Pad,4,4,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45204,45173,45204,45264,45295,45268,45304,45304,45309,45337,45338,45350,45351,45381,45385,,0
189,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 5,LeasingI//GENERIC 5,3,LeasingI Generic Pad,4,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45214,45183,45214,45274,45305,45305,45314,45341,45346,45374,45375,45387,45388,45418,45395,,0
190,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 6,LeasingI//GENERIC 6,3,LeasingI Generic Pad,4,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45223,45192,45223,45283,45314,45305,45323,45341,45346,45374,45375,45387,45388,45418,45404,,0
191,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 7,LeasingI//GENERIC 7,3,LeasingI Generic Pad,4,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45232,45201,45232,45292,45323,45305,45332,45341,45346,45374,45375,45387,45388,45418,45413,,0
192,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 8,LeasingI//GENERIC 8,3,LeasingI Generic Pad,4,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45241,45210,45241,45301,45332,45305,45341,45341,45346,45374,45375,45387,45388,45418,45422,,0
193,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 5,Farmar//GENERIC 5,3,Farmar Generic Pad,4,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45251,45220,45251,45311,45342,45342,45351,45378,45383,45411,45412,45424,45425,45455,45432,,0
194,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 6,Farmar//GENERIC 6,3,Farmar Generic Pad,4,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45260,45229,45260,45320,45351,45342,45360,45378,45383,45411,45412,45424,45425,45455,45441,,0
195,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 7,Farmar//GENERIC 7,3,Farmar Generic Pad,4,3,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45269,45238,45269,45329,45360,45342,45369,45378,45383,45411,45412,45424,45425,45455,45450,,0
196,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 8,Farmar//GENERIC 8,3,Farmar Generic Pad,4,4,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45278,45247,45278,45338,45369,45342,45378,45378,45383,45411,45412,45424,45425,45455,45459,,0
197,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 9,LeasingI//GENERIC 9,3,LeasingI Generic Pad,4,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45288,45257,45288,45348,45379,45379,45388,45415,45420,45448,45449,45461,45462,45492,45469,,0
198,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 10,LeasingI//GENERIC 10,3,LeasingI Generic Pad,4,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45297,45266,45297,45357,45388,45379,45397,45415,45420,45448,45449,45461,45462,45492,45478,,0
199,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 11,LeasingI//GENERIC 11,3,LeasingI Generic Pad,4,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45306,45275,45306,45366,45397,45379,45406,45415,45420,45448,45449,45461,45462,45492,45487,,0
200,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 12,LeasingI//GENERIC 12,3,LeasingI Generic Pad,4,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45315,45284,45315,45375,45406,45379,45415,45415,45420,45448,45449,45461,45462,45492,45496,,0
201,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 9,Farmar//GENERIC 9,3,Farmar Generic Pad,4,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45325,45294,45325,45385,45416,45416,45425,45452,45457,45485,45486,45498,45499,45529,45506,,0
202,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 10,Farmar//GENERIC 10,3,Farmar Generic Pad,4,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45334,45303,45334,45394,45425,45416,45434,45452,45457,45485,45486,45498,45499,45529,45515,,0
203,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 11,Farmar//GENERIC 11,3,Farmar Generic Pad,4,3,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45343,45312,45343,45403,45434,45416,45443,45452,45457,45485,45486,45498,45499,45529,45524,,0
204,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 12,Farmar//GENERIC 12,3,Farmar Generic Pad,4,4,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45352,45321,45352,45412,45443,45416,45452,45452,45457,45485,45486,45498,45499,45529,45533,,0
205,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 13,LeasingI//GENERIC 13,3,LeasingI Generic Pad,4,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45362,45331,45362,45422,45453,45453,45462,45489,45494,45522,45523,45535,45536,45566,45543,,0
206,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 14,LeasingI//GENERIC 14,3,LeasingI Generic Pad,4,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45371,45340,45371,45431,45462,45453,45471,45489,45494,45522,45523,45535,45536,45566,45552,,0
207,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 15,LeasingI//GENERIC 15,3,LeasingI Generic Pad,4,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45380,45349,45380,45440,45471,45453,45480,45489,45494,45522,45523,45535,45536,45566,45561,,0
208,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 16,LeasingI//GENERIC 16,3,LeasingI Generic Pad,4,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45389,45358,45389,45449,45480,45453,45489,45489,45494,45522,45523,45535,45536,45566,45570,,0
209,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 13,Farmar//GENERIC 13,3,Farmar Generic Pad,4,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45506,45475,45506,45566,45597,45597,45606,45633,45638,45666,45667,45679,45680,45710,45687,,0
210,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 14,Farmar//GENERIC 14,3,Farmar Generic Pad,4,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45515,45484,45515,45575,45606,45597,45615,45633,45638,45666,45667,45679,45680,45710,45696,,0
211,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 15,Farmar//GENERIC 15,3,Farmar Generic Pad,4,3,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45524,45493,45524,45584,45615,45597,45624,45633,45638,45666,45667,45679,45680,45710,45705,,0
212,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 16,Farmar//GENERIC 16,3,Farmar Generic Pad,4,4,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45533,45502,45533,45593,45624,45597,45633,45633,45638,45666,45667,45679,45680,45710,45714,,0
213,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 17,LeasingI//GENERIC 17,3,LeasingI Generic Pad,4,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45543,45512,45543,45603,45634,45634,45643,45670,45675,45703,45704,45716,45717,45747,45724,,0
214,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 18,LeasingI//GENERIC 18,3,LeasingI Generic Pad,4,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45552,45521,45552,45612,45643,45634,45652,45670,45675,45703,45704,45716,45717,45747,45733,,0
215,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 19,LeasingI//GENERIC 19,3,LeasingI Generic Pad,4,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45561,45530,45561,45621,45652,45634,45661,45670,45675,45703,45704,45716,45717,45747,45742,,0
216,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 20,LeasingI//GENERIC 20,3,LeasingI Generic Pad,4,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45570,45539,45570,45630,45661,45634,45670,45670,45675,45703,45704,45716,45717,45747,45751,,0
217,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 17,Farmar//GENERIC 17,3,Farmar Generic Pad,4,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45580,45549,45580,45640,45671,45671,45680,45707,45712,45740,45741,45753,45754,45784,45761,,0
218,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 18,Farmar//GENERIC 18,3,Farmar Generic Pad,4,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45589,45558,45589,45649,45680,45671,45689,45707,45712,45740,45741,45753,45754,45784,45770,,0
219,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 19,Farmar//GENERIC 19,3,Farmar Generic Pad,4,3,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45598,45567,45598,45658,45689,45671,45698,45707,45712,45740,45741,45753,45754,45784,45779,,0
220,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 20,Farmar//GENERIC 20,3,Farmar Generic Pad,4,4,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45607,45576,45607,45667,45698,45671,45707,45707,45712,45740,45741,45753,45754,45784,45788,,0
221,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 21,LeasingI//GENERIC 21,3,LeasingI Generic Pad,4,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45617,45586,45617,45677,45708,45708,45717,45744,45749,45777,45778,45790,45791,45821,45798,,0
222,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 22,LeasingI//GENERIC 22,3,LeasingI Generic Pad,4,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45626,45595,45626,45686,45717,45708,45726,45744,45749,45777,45778,45790,45791,45821,45807,,0
223,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 23,LeasingI//GENERIC 23,3,LeasingI Generic Pad,4,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45635,45604,45635,45695,45726,45708,45735,45744,45749,45777,45778,45790,45791,45821,45816,,0
224,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 24,LeasingI//GENERIC 24,3,LeasingI Generic Pad,4,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45644,45613,45644,45704,45735,45708,45744,45744,45749,45777,45778,45790,45791,45821,45825,,0
225,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 21,Farmar//GENERIC 21,3,Farmar Generic Pad,4,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45654,45623,45654,45714,45745,45745,45754,45781,45786,45814,45815,45827,45828,45858,45835,,0
226,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 22,Farmar//GENERIC 22,3,Farmar Generic Pad,4,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45663,45632,45663,45723,45754,45745,45763,45781,45786,45814,45815,45827,45828,45858,45844,,0
